"group_name","day","para","week","name","type","room","prepod","include","exception"
"БАСО-01-19 10.05.03(КБ-1)","1","1","1","Математический анализ","лек","330","Пономарев А.В.","",""
"БАСО-01-19 10.05.03(КБ-1)","1","1","2","Математический анализ","лек","330","Пономарев А.В.","","'10'"
"БАСО-01-19 10.05.03(КБ-1)","1","2","1","Математический анализ","пр","341","Пономарев А.В.","",""
"БАСО-01-19 10.05.03(КБ-1)","1","2","2","Математический анализ","пр","341","Пономарев А.В.","","'10'"
"БАСО-01-19 10.05.03(КБ-1)","1","3","1","Основы информационной безопасности","пр","370","Головченко Д.","",""
"БАСО-01-19 10.05.03(КБ-1)","1","3","2","Основы информационной безопасности","пр","455а","Головченко Д.","","'10'"
"БАСО-01-19 10.05.03(КБ-1)","1","4","1","Языки программирования","лек","381","Филатов В.В.","",""
"БАСО-01-19 10.05.03(КБ-1)","1","4","2","Языки программирования","лек","381","Филатов В.В.","","'10'"
"БАСО-01-19 10.05.03(КБ-1)","2","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-01-19 10.05.03(КБ-1)","2","2","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-01-19 10.05.03(КБ-1)","3","1","1","Физика","пр","В-78*
В-","","",""
"БАСО-01-19 10.05.03(КБ-1)","3","1","2","Информатика","пр","251а","Агафонова Д.","",""
"БАСО-01-19 10.05.03(КБ-1)","3","2","1","Физика","пр","В-78*
В-","","",""
"БАСО-01-19 10.05.03(КБ-1)","3","2","2","Информатика","пр","251а","Агафонова Д.","",""
"БАСО-01-19 10.05.03(КБ-1)","3","3","1","Физика","лр","В-78* В-411","","'1', '5', '9', '13'",""
"БАСО-01-19 10.05.03(КБ-1)","3","3","2","История","пр","258а","Красивская В.Н.","",""
"БАСО-01-19 10.05.03(КБ-1)","3","4","1","Физика","лр","В-78* В-411","","'1', '5', '9', '13'",""
"БАСО-01-19 10.05.03(КБ-1)","4","1","1","Линейная алгебра и аналитическая геометрия","лек","348","Акопян Р.С.","",""
"БАСО-01-19 10.05.03(КБ-1)","4","1","2","Линейная алгебра и аналитическая геометрия","лек","348","Акопян Р.С.","",""
"БАСО-01-19 10.05.03(КБ-1)","4","2","1","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-01-19 10.05.03(КБ-1)","4","2","2","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-01-19 10.05.03(КБ-1)","4","3","1","Линейная алгебра и аналитическая геометрия","пр","367","Акопян Р.С.","",""
"БАСО-01-19 10.05.03(КБ-1)","4","3","2","Линейная алгебра и аналитическая геометрия","пр","367","Акопян Р.С.","",""
"БАСО-01-19 10.05.03(КБ-1)","4","4","1","Иностранный язык","пр","каф","","",""
"БАСО-01-19 10.05.03(КБ-1)","4","4","2","Иностранный язык","пр","каф","","",""
"БАСО-01-19 10.05.03(КБ-1)","5","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-01-19 10.05.03(КБ-1)","5","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-01-19 10.05.03(КБ-1)","5","2","1","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-01-19 10.05.03(КБ-1)","5","2","2","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-01-19 10.05.03(КБ-1)","5","3","1","Информатика","лек","273","Шамин Р.В.","",""
"БАСО-01-19 10.05.03(КБ-1)","5","3","2","История","лек","350","Даноян В.Л.","",""
"БАСО-01-19 10.05.03(КБ-1)","6","1","2","Математический анализ","лек","330","Пономарев А.В.","'10'",""
"БАСО-01-19 10.05.03(КБ-1)","6","2","2","Математический анализ","пр","425","Пономарев А.В.","'10'",""
"БАСО-01-19 10.05.03(КБ-1)","6","3","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-01-19 10.05.03(КБ-1)","6","3","2","Основы информационной безопасности","пр","285","Головченко Д.","'10'",""
"БАСО-01-19 10.05.03(КБ-1)","6","4","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-01-19 10.05.03(КБ-1)","6","4","2","Языки программирования","лек","381","Филатов В.В.","'10'",""
"БАСО-02-19 10.05.03(КБ-1)","1","1","1","Математический анализ","лек","330","Пономарев А.В.","",""
"БАСО-02-19 10.05.03(КБ-1)","1","1","2","Математический анализ","лек","330","Пономарев А.В.","","'10'"
"БАСО-02-19 10.05.03(КБ-1)","1","2","1","Основы информационной безопасности","пр","356","Головченко Д.","",""
"БАСО-02-19 10.05.03(КБ-1)","1","2","2","Основы информационной безопасности","пр","356","Головченко Д.","","'10'"
"БАСО-02-19 10.05.03(КБ-1)","1","3","1","Математический анализ","пр","341","Пономарев А.В.","",""
"БАСО-02-19 10.05.03(КБ-1)","1","3","2","Математический анализ","пр","341","Пономарев А.В.","","'10'"
"БАСО-02-19 10.05.03(КБ-1)","1","4","1","Языки программирования","лек","381","Филатов В.В.","",""
"БАСО-02-19 10.05.03(КБ-1)","1","4","2","Языки программирования","лек","381","Филатов В.В.","","'10'"
"БАСО-02-19 10.05.03(КБ-1)","2","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-02-19 10.05.03(КБ-1)","2","2","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-02-19 10.05.03(КБ-1)","3","1","1","Физика","пр","В-78*
В-","","",""
"БАСО-02-19 10.05.03(КБ-1)","3","1","2","Информатика","пр","251а","Агафонова Д.","",""
"БАСО-02-19 10.05.03(КБ-1)","3","2","1","Физика","пр","В-78*
В-","","",""
"БАСО-02-19 10.05.03(КБ-1)","3","2","2","Информатика","пр","251а","Агафонова Д.","",""
"БАСО-02-19 10.05.03(КБ-1)","3","3","1","Физика","лр","В-78* В-411","","'3', '7', '11', '15'",""
"БАСО-02-19 10.05.03(КБ-1)","3","4","1","Физика","лр","В-78* В-411","","'3', '7', '11', '15'",""
"БАСО-02-19 10.05.03(КБ-1)","4","1","1","Линейная алгебра и аналитическая геометрия","лек","348","Акопян Р.С.","",""
"БАСО-02-19 10.05.03(КБ-1)","4","1","2","Линейная алгебра и аналитическая геометрия","лек","348","Акопян Р.С.","",""
"БАСО-02-19 10.05.03(КБ-1)","4","2","1","Линейная алгебра и аналитическая геометрия","пр","367","Акопян Р.С.","",""
"БАСО-02-19 10.05.03(КБ-1)","4","2","2","Линейная алгебра и аналитическая геометрия","пр","367","Акопян Р.С.","",""
"БАСО-02-19 10.05.03(КБ-1)","4","3","1","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-02-19 10.05.03(КБ-1)","4","3","2","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-02-19 10.05.03(КБ-1)","4","4","1","Иностранный язык","пр","каф","","",""
"БАСО-02-19 10.05.03(КБ-1)","4","4","2","Иностранный язык","пр","каф","","",""
"БАСО-02-19 10.05.03(КБ-1)","5","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-02-19 10.05.03(КБ-1)","5","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-02-19 10.05.03(КБ-1)","5","2","1","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-02-19 10.05.03(КБ-1)","5","2","2","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-02-19 10.05.03(КБ-1)","5","3","1","Информатика","лек","273","Шамин Р.В.","",""
"БАСО-02-19 10.05.03(КБ-1)","5","3","2","История","лек","350","Даноян В.Л.","",""
"БАСО-02-19 10.05.03(КБ-1)","5","4","2","История","пр","258а","Красивская В.Н.","",""
"БАСО-02-19 10.05.03(КБ-1)","6","1","2","Математический анализ","лек","330","Пономарев А.В.","'10'",""
"БАСО-02-19 10.05.03(КБ-1)","6","2","2","Основы информационной безопасности","пр","283","Головченко Д.","'10'",""
"БАСО-02-19 10.05.03(КБ-1)","6","3","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-02-19 10.05.03(КБ-1)","6","3","2","Математический анализ","пр","258а","Пономарев А.В.","'10'",""
"БАСО-02-19 10.05.03(КБ-1)","6","4","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-02-19 10.05.03(КБ-1)","6","4","2","Языки программирования","лек","381","Филатов В.В.","'10'",""
"БАСО-03-19 10.05.03(КБ-1)","1","1","1","Математический анализ","лек","330","Пономарев А.В.","",""
"БАСО-03-19 10.05.03(КБ-1)","1","1","2","Математический анализ","лек","330","Пономарев А.В.","","'10'"
"БАСО-03-19 10.05.03(КБ-1)","1","2","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-03-19 10.05.03(КБ-1)","1","2","2","Физическая культура и спорт","пр","ФОК","","","'10'"
"БАСО-03-19 10.05.03(КБ-1)","2","1","1","Математический анализ","пр","341","Пономарев А.В.","",""
"БАСО-03-19 10.05.03(КБ-1)","2","1","2","Математический анализ","пр","341","Пономарев А.В.","",""
"БАСО-03-19 10.05.03(КБ-1)","2","2","1","Основы информационной безопасности","пр","285","Головченко Д.","",""
"БАСО-03-19 10.05.03(КБ-1)","2","2","2","Основы информационной безопасности","пр","285","Головченко Д.","",""
"БАСО-03-19 10.05.03(КБ-1)","3","1","1","Информатика","пр","246","Володин В.Н.","",""
"БАСО-03-19 10.05.03(КБ-1)","3","1","2","Физика","пр","В-78*
","","",""
"БАСО-03-19 10.05.03(КБ-1)","3","2","1","Информатика","пр","246","Володин В.Н.","",""
"БАСО-03-19 10.05.03(КБ-1)","3","2","2","Физика","пр","В-78*
","","",""
"БАСО-03-19 10.05.03(КБ-1)","3","3","2","Физика","лр","В-78* В-411","","'2', '6', '10', '14'",""
"БАСО-03-19 10.05.03(КБ-1)","3","4","2","Физика","лр","В-78* В-411","","'2', '6', '10', '14'",""
"БАСО-03-19 10.05.03(КБ-1)","4","1","1","Линейная алгебра и аналитическая геометрия","лек","348","Акопян Р.С.","",""
"БАСО-03-19 10.05.03(КБ-1)","4","1","2","Линейная алгебра и аналитическая геометрия","лек","348","Акопян Р.С.","",""
"БАСО-03-19 10.05.03(КБ-1)","4","2","1","Языки программирования","лек","350","Филатов В.В.","",""
"БАСО-03-19 10.05.03(КБ-1)","4","2","2","Языки программирования","лек","350","Филатов В.В.","",""
"БАСО-03-19 10.05.03(КБ-1)","4","3","1","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-03-19 10.05.03(КБ-1)","4","3","2","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-03-19 10.05.03(КБ-1)","4","4","1","Иностранный язык","пр","каф","","",""
"БАСО-03-19 10.05.03(КБ-1)","4","4","2","Иностранный язык","пр","каф","","",""
"БАСО-03-19 10.05.03(КБ-1)","5","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-03-19 10.05.03(КБ-1)","5","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-03-19 10.05.03(КБ-1)","5","2","1","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-03-19 10.05.03(КБ-1)","5","2","2","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-03-19 10.05.03(КБ-1)","5","3","1","Информатика","лек","273","Шамин Р.В.","",""
"БАСО-03-19 10.05.03(КБ-1)","5","3","2","История","лек","350","Даноян В.Л.","",""
"БАСО-03-19 10.05.03(КБ-1)","5","4","1","Линейная алгебра и аналитическая геометрия","пр","359","Акопян Р.С.","",""
"БАСО-03-19 10.05.03(КБ-1)","5","4","2","Линейная алгебра и аналитическая геометрия","пр","359","Акопян Р.С.","",""
"БАСО-03-19 10.05.03(КБ-1)","6","1","1","История","пр","259","Иванова А.Н.","'1', '5', '9', '13'",""
"БАСО-03-19 10.05.03(КБ-1)","6","1","2","Математический анализ","лек","330","Пономарев А.В.","'10'",""
"БАСО-03-19 10.05.03(КБ-1)","6","2","1","История","пр","259","Иванова А.Н.","'1', '5', '9', '13'",""
"БАСО-03-19 10.05.03(КБ-1)","6","2","2","Физическая культура и спорт","пр","ФОК","","'10'",""
"БАСО-03-19 10.05.03(КБ-1)","6","3","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-03-19 10.05.03(КБ-1)","6","4","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-04-19 10.05.03(КБ-1)","1","1","1","Математический анализ","лек","348","Солопов В.М.","",""
"БАСО-04-19 10.05.03(КБ-1)","1","1","2","Математический анализ","лек","348","Солопов В.М.","","'10'"
"БАСО-04-19 10.05.03(КБ-1)","1","2","1","Языки программирования","лек","273","Филатов В.В.","",""
"БАСО-04-19 10.05.03(КБ-1)","1","2","2","Языки программирования","лек","273","Филатов В.В.","","'10'"
"БАСО-04-19 10.05.03(КБ-1)","2","1","1","Линейная алгебра и аналитическая геометрия","лек","379","Солопов В.М.","",""
"БАСО-04-19 10.05.03(КБ-1)","2","1","2","Линейная алгебра и аналитическая геометрия","лек","379","Солопов В.М.","",""
"БАСО-04-19 10.05.03(КБ-1)","2","2","1","Математический анализ","пр","367","Солопов В.М.","",""
"БАСО-04-19 10.05.03(КБ-1)","2","2","2","Математический анализ","пр","367","Солопов В.М.","",""
"БАСО-04-19 10.05.03(КБ-1)","2","3","1","Основы информационной безопасности","пр","285","Головченко Д.","",""
"БАСО-04-19 10.05.03(КБ-1)","2","3","2","Основы информационной безопасности","пр","285","Головченко Д.","",""
"БАСО-04-19 10.05.03(КБ-1)","3","1","1","Информатика","пр","246","Володин В.Н.","",""
"БАСО-04-19 10.05.03(КБ-1)","3","1","2","Физика","пр","В-78*
","","",""
"БАСО-04-19 10.05.03(КБ-1)","3","2","1","Информатика","пр","246","Володин В.Н.","",""
"БАСО-04-19 10.05.03(КБ-1)","3","2","2","Физика","пр","В-78*
","","",""
"БАСО-04-19 10.05.03(КБ-1)","3","3","2","Физика","лр","В-78* В-411","","'4', '8', '12', '16'",""
"БАСО-04-19 10.05.03(КБ-1)","3","4","2","Физика","лр","В-78* В-411","","'4', '8', '12', '16'",""
"БАСО-04-19 10.05.03(КБ-1)","4","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-04-19 10.05.03(КБ-1)","4","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-04-19 10.05.03(КБ-1)","4","2","1","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-04-19 10.05.03(КБ-1)","4","2","2","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-04-19 10.05.03(КБ-1)","4","3","1","Линейная алгебра и аналитическая геометрия","пр","369","Ляшенко В.С.","",""
"БАСО-04-19 10.05.03(КБ-1)","4","3","2","Линейная алгебра и аналитическая геометрия","пр","369","Ляшенко В.С.","",""
"БАСО-04-19 10.05.03(КБ-1)","4","4","1","Иностранный язык","пр","каф","","",""
"БАСО-04-19 10.05.03(КБ-1)","4","4","2","Иностранный язык","пр","каф","","",""
"БАСО-04-19 10.05.03(КБ-1)","5","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-04-19 10.05.03(КБ-1)","5","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-04-19 10.05.03(КБ-1)","5","2","1","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-04-19 10.05.03(КБ-1)","5","2","2","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-04-19 10.05.03(КБ-1)","5","3","1","Информатика","лек","273","Шамин Р.В.","",""
"БАСО-04-19 10.05.03(КБ-1)","5","3","2","История","лек","350","Даноян В.Л.","",""
"БАСО-04-19 10.05.03(КБ-1)","6","1","1","Математический анализ","лек","348","Солопов В.М.","'13'",""
"БАСО-04-19 10.05.03(КБ-1)","6","1","2","История","пр","369","Иванова А.Н.","'2', '6', '10', '14'",""
"БАСО-04-19 10.05.03(КБ-1)","6","2","1","Физическая культура и спорт","пр","ФОК","","'13'",""
"БАСО-04-19 10.05.03(КБ-1)","6","2","2","История","пр","369","Иванова А.Н.","'2', '6', '10', '14'",""
"БАСО-04-19 10.05.03(КБ-1)","6","3","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-04-19 10.05.03(КБ-1)","6","3","2","Языки программирования","лек","273","Филатов В.В.","'10'",""
"БАСО-04-19 10.05.03(КБ-1)","6","4","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-05-19 10.05.03(КБ-1)","1","1","1","Математический анализ","лек","348","Солопов В.М.","",""
"БАСО-05-19 10.05.03(КБ-1)","1","1","2","Математический анализ","лек","348","Солопов В.М.","","'10'"
"БАСО-05-19 10.05.03(КБ-1)","1","2","1","Языки программирования","лек","273","Филатов В.В.","",""
"БАСО-05-19 10.05.03(КБ-1)","1","2","2","Языки программирования","лек","273","Филатов В.В.","","'10'"
"БАСО-05-19 10.05.03(КБ-1)","2","1","1","Линейная алгебра и аналитическая геометрия","лек","379","Солопов В.М.","",""
"БАСО-05-19 10.05.03(КБ-1)","2","1","2","Линейная алгебра и аналитическая геометрия","лек","379","Солопов В.М.","",""
"БАСО-05-19 10.05.03(КБ-1)","2","2","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-05-19 10.05.03(КБ-1)","2","2","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-05-19 10.05.03(КБ-1)","2","3","1","Математический анализ","пр","359","Солопов В.М.","",""
"БАСО-05-19 10.05.03(КБ-1)","2","3","2","Математический анализ","пр","359","Солопов В.М.","",""
"БАСО-05-19 10.05.03(КБ-1)","3","1","1","Физика","лр","В-78* В-411","","'1', '5', '9', '13'",""
"БАСО-05-19 10.05.03(КБ-1)","3","2","1","Физика","лр","В-78* В-411","","'1', '5', '9', '13'",""
"БАСО-05-19 10.05.03(КБ-1)","3","3","1","Физика","пр","В-78*
","","",""
"БАСО-05-19 10.05.03(КБ-1)","3","3","2","Информатика","пр","251а","Агафонова Д.","",""
"БАСО-05-19 10.05.03(КБ-1)","3","4","1","Физика","пр","В-78*
","","",""
"БАСО-05-19 10.05.03(КБ-1)","3","4","2","Информатика","пр","251а","Агафонова Д.","",""
"БАСО-05-19 10.05.03(КБ-1)","4","1","1","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-05-19 10.05.03(КБ-1)","4","1","2","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-05-19 10.05.03(КБ-1)","4","2","1","Линейная алгебра и аналитическая геометрия","пр","369","Ляшенко В.С.","",""
"БАСО-05-19 10.05.03(КБ-1)","4","2","2","Линейная алгебра и аналитическая геометрия","пр","369","Ляшенко В.С.","",""
"БАСО-05-19 10.05.03(КБ-1)","4","3","1","Основы информационной безопасности","пр","188.1","Головченко Д.","",""
"БАСО-05-19 10.05.03(КБ-1)","4","3","2","Основы информационной безопасности","пр","188.1","Головченко Д.","",""
"БАСО-05-19 10.05.03(КБ-1)","4","4","1","Иностранный язык","пр","каф","","",""
"БАСО-05-19 10.05.03(КБ-1)","4","4","2","Иностранный язык","пр","каф","","",""
"БАСО-05-19 10.05.03(КБ-1)","5","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-05-19 10.05.03(КБ-1)","5","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-05-19 10.05.03(КБ-1)","5","2","1","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-05-19 10.05.03(КБ-1)","5","2","2","Основы информационной безопасности","лек","350","Вершинин А.Н.","",""
"БАСО-05-19 10.05.03(КБ-1)","5","3","1","Информатика","лек","273","Шамин Р.В.","",""
"БАСО-05-19 10.05.03(КБ-1)","5","3","2","История","лек","350","Даноян В.Л.","",""
"БАСО-05-19 10.05.03(КБ-1)","6","1","1","Математический анализ","лек","348","Солопов В.М.","'13'",""
"БАСО-05-19 10.05.03(КБ-1)","6","1","2","История","пр","369","Иванова А.Н.","'4', '8', '12', '16'",""
"БАСО-05-19 10.05.03(КБ-1)","6","2","1","Физическая культура и спорт","пр","ФОК","","'13'",""
"БАСО-05-19 10.05.03(КБ-1)","6","2","2","История","пр","369","Иванова А.Н.","'4', '8', '12', '16'",""
"БАСО-05-19 10.05.03(КБ-1)","6","3","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-05-19 10.05.03(КБ-1)","6","4","1","Физика","лек","","","'3', '7', '11', '15'",""
"БАСО-05-19 10.05.03(КБ-1)","6","4","2","Языки программирования","лек","273","Филатов В.В.","'10'",""
"БАСО-06-19 10.05.03(КБ-1)","1","1","1","Иностранный язык","пр","каф","","",""
"БАСО-06-19 10.05.03(КБ-1)","1","1","2","Иностранный язык","пр","каф","","","'10'"
"БАСО-06-19 10.05.03(КБ-1)","1","2","1","Математический анализ","пр","370","","",""
"БАСО-06-19 10.05.03(КБ-1)","1","2","2","Математический анализ","пр","370","","","'10'"
"БАСО-06-19 10.05.03(КБ-1)","1","3","1","Языки программирования","лек","273","Филатов В.В.","",""
"БАСО-06-19 10.05.03(КБ-1)","1","3","2","Языки программирования","лек","273
246","Филатов В.В.","","'10'"
"БАСО-06-19 10.05.03(КБ-1)","2","1","1","Математический анализ","лек","330","","",""
"БАСО-06-19 10.05.03(КБ-1)","2","1","2","Математический анализ","лек","330","","",""
"БАСО-06-19 10.05.03(КБ-1)","2","2","1","Основы информационной безопасности","лек","330","Вершинин А.Н.","",""
"БАСО-06-19 10.05.03(КБ-1)","2","2","2","Основы информационной безопасности","лек","330","Вершинин А.Н.","",""
"БАСО-06-19 10.05.03(КБ-1)","2","3","1","Основы информационной безопасности","пр","188.3","Вершинин А.Н.","",""
"БАСО-06-19 10.05.03(КБ-1)","2","3","2","Основы информационной безопасности","пр","188.3","Вершинин А.Н.","",""
"БАСО-06-19 10.05.03(КБ-1)","2","4","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-06-19 10.05.03(КБ-1)","2","4","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-06-19 10.05.03(КБ-1)","3","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-06-19 10.05.03(КБ-1)","3","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-06-19 10.05.03(КБ-1)","3","2","1","Линейная алгебра и аналитическая геометрия","лек","257","","",""
"БАСО-06-19 10.05.03(КБ-1)","3","2","2","Линейная алгебра и аналитическая геометрия","лек","257","","",""
"БАСО-06-19 10.05.03(КБ-1)","3","3","2","Информатика","пр","251а","Агафонова Д.","",""
"БАСО-06-19 10.05.03(КБ-1)","3","4","2","Информатика","пр","251а","Агафонова Д.","",""
"БАСО-06-19 10.05.03(КБ-1)","4","1","1","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-06-19 10.05.03(КБ-1)","4","1","2","Языки программирования","пр","239а","Мерсов А.А.","",""
"БАСО-06-19 10.05.03(КБ-1)","4","2","1","Информатика","лек","330","Шамин Р.В.","",""
"БАСО-06-19 10.05.03(КБ-1)","4","2","2","Линейная алгебра и аналитическая геометрия","пр","262","","",""
"БАСО-06-19 10.05.03(КБ-1)","4","3","1","История","лек","330","","",""
"БАСО-06-19 10.05.03(КБ-1)","4","3","2","Линейная алгебра и аналитическая геометрия","пр","262","","",""
"БАСО-06-19 10.05.03(КБ-1)","4","4","1","История","пр","409","","",""
"БАСО-06-19 10.05.03(КБ-1)","5","1","2","Физика","лр","В-78* В-411","","'2', '6', '10', '14'",""
"БАСО-06-19 10.05.03(КБ-1)","5","2","2","Физика","лр","В-78* В-411","","'2', '6', '10', '14'",""
"БАСО-06-19 10.05.03(КБ-1)","5","3","2","Физика","пр","В-78*
","","",""
"БАСО-06-19 10.05.03(КБ-1)","5","4","2","Физика","пр","В-78*
","","",""
"БАСО-06-19 10.05.03(КБ-1)","6","1","1","Иностранный язык","пр","каф","","'13'",""
"БАСО-06-19 10.05.03(КБ-1)","6","1","2","Физика","лек","","","'2', '6', '10', '14'",""
"БАСО-06-19 10.05.03(КБ-1)","6","2","1","Математический анализ","пр","370","","'13'",""
"БАСО-06-19 10.05.03(КБ-1)","6","2","2","Физика","лек","
273","
Филатов В.В.","'2', '6', '10', '14'",""
"БАСО-06-19 10.05.03(КБ-1)","6","2","2","Языки программирования","лек","
273","
Филатов В.В.","'12'",""
"БАСО-07-19 10.05.03(КБ-1)","1","1","1","Иностранный язык","пр","каф","","",""
"БАСО-07-19 10.05.03(КБ-1)","1","1","2","Иностранный язык","пр","каф","","","'10'"
"БАСО-07-19 10.05.03(КБ-1)","1","2","1","Линейная алгебра и аналитическая геометрия","пр","409","","",""
"БАСО-07-19 10.05.03(КБ-1)","1","2","2","Линейная алгебра и аналитическая геометрия","пр","409","","","'10'"
"БАСО-07-19 10.05.03(КБ-1)","1","3","1","Языки программирования","лек","273","Филатов В.В.","",""
"БАСО-07-19 10.05.03(КБ-1)","1","3","2","Языки программирования","лек","273
246","Филатов В.В.","","'10'"
"БАСО-07-19 10.05.03(КБ-1)","2","1","1","Математический анализ","лек","330","","",""
"БАСО-07-19 10.05.03(КБ-1)","2","1","2","Математический анализ","лек","330","","",""
"БАСО-07-19 10.05.03(КБ-1)","2","2","1","Основы информационной безопасности","лек","330","Вершинин А.Н.","",""
"БАСО-07-19 10.05.03(КБ-1)","2","2","2","Основы информационной безопасности","лек","330","Вершинин А.Н.","",""
"БАСО-07-19 10.05.03(КБ-1)","2","3","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-07-19 10.05.03(КБ-1)","2","3","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-07-19 10.05.03(КБ-1)","3","1","1","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-07-19 10.05.03(КБ-1)","3","1","2","Физическая культура и спорт","пр","ФОК","","",""
"БАСО-07-19 10.05.03(КБ-1)","3","2","1","Линейная алгебра и аналитическая геометрия","лек","257","","",""
"БАСО-07-19 10.05.03(КБ-1)","3","2","2","Линейная алгебра и аналитическая геометрия","лек","257","","",""
"БАСО-07-19 10.05.03(КБ-1)","3","3","1","Информатика","пр","239а","Каленюк И.В.","",""
"БАСО-07-19 10.05.03(КБ-1)","3","3","2","История","пр","409","","",""
"БАСО-07-19 10.05.03(КБ-1)","3","4","1","Информатика","пр","239а","Каленюк И.В.","",""
"БАСО-07-19 10.05.03(КБ-1)","4","1","2","Физика","лр","В-78* В-411","","'2', '6', '10', '14'",""
"БАСО-07-19 10.05.03(КБ-1)","4","2","1","Информатика","лек","330","Шамин Р.В.","",""
"БАСО-07-19 10.05.03(КБ-1)","4","2","2","Физика","лр","В-78* В-411","","'2', '6', '10', '14'",""
"БАСО-07-19 10.05.03(КБ-1)","4","3","1","История","лек","330","","",""
"БАСО-07-19 10.05.03(КБ-1)","4","3","2","Физика","пр","В-78*
","","",""
"БАСО-07-19 10.05.03(КБ-1)","4","4","1","Языки программирования","пр","251а","Мерсов А.А.","",""
"БАСО-07-19 10.05.03(КБ-1)","4","4","2","Физика","пр","В-78*
","","",""
"БАСО-07-19 10.05.03(КБ-1)","4","5","1","Языки программирования","пр","251а","Мерсов А.А.","",""
"БАСО-07-19 10.05.03(КБ-1)","5","1","1","Основы информационной безопасности","пр","188.3","Головченко Д.","",""
"БАСО-07-19 10.05.03(КБ-1)","5","1","2","Основы информационной безопасности","пр","188.3","Головченко Д.","",""
"БАСО-07-19 10.05.03(КБ-1)","5","2","1","Математический анализ","пр","370","","",""
"БАСО-07-19 10.05.03(КБ-1)","5","2","2","Математический анализ","пр","370","","",""
"БАСО-07-19 10.05.03(КБ-1)","5","3","1","Линейная алгебра и аналитическая геометрия","пр","409","","",""
"БАСО-07-19 10.05.03(КБ-1)","5","3","2","Линейная алгебра и аналитическая геометрия","пр","409","","",""
"БАСО-07-19 10.05.03(КБ-1)","6","1","1","Иностранный язык","пр","каф","","'13'",""
"БАСО-07-19 10.05.03(КБ-1)","6","1","2","Физика","лек","","","'2', '6', '10', '14'",""
"БАСО-07-19 10.05.03(КБ-1)","6","2","1","Линейная алгебра и аналитическая геометрия","пр","409","","'13'",""
